Release_ID,Market,Release_Date,Opening,Gross,Film_Title,Ticket_prices_2014,Population_2021,Popularity
gr3081327109,Mexico,"Mar 29, 2002",,3427698,E.T. the Extra-Terrestrial,4.5,90853938.33,0.169774049
gr3081327109,Brazil,"Mar 29, 2002",,674133,E.T. the Extra-Terrestrial,7.65,157978981.5,0.032644326
gr3081327109,Colombia,"Mar 29, 2002",,152980,E.T. the Extra-Terrestrial,4.86,36203117.5,0.02053643
gr3081327109,Venezuela,"May 24, 2002",,332157,E.T. the Extra-Terrestrial,12,21213332.5,0.187895231
gr3081327109,Malaysia,"May 25, 2002",,135989,E.T. the Extra-Terrestrial,3.66,21066721.83,0.023625875
gr3081327109,Cyprus,"May 3, 2002",,17826,E.T. the Extra-Terrestrial,10.92,888149.8333,0.21917464
gr3081327109,Singapore,"May 30, 2002",,489068,E.T. the Extra-Terrestrial,8.68,3751220.333,1.13166113
gr3081327109,Poland,"May 31, 2002",,252785,E.T. the Extra-Terrestrial,7.18,36812042.67,0.049304417
gr3081327109,India,"May 31, 2002",,38146,E.T. the Extra-Terrestrial,3.22,966380256.3,0.000127103
gr3064549893,India,"May 9, 1986",,213000,E.T. the Extra-Terrestrial,3.22,966380256.3,0.000709721
gr2980663813,Australia,"Nov 26, 1982",,18464000,E.T. the Extra-Terrestrial,15.19,18498005,15.16207613
gr2980663813,South Africa,"Nov 26, 1982",,3258000,E.T. the Extra-Terrestrial,4.63,40486736,0.3725798
gr3081327109,Bulgaria,"Sep 13, 2002",,12643,E.T. the Extra-Terrestrial,6.86,8099868.333,0.010707702
gr3064549893,Norway,,,309000,E.T. the Extra-Terrestrial,18.14,4502651.167,1.244879915
gr3064549893,France,,,5049000,E.T. the Extra-Terrestrial,12.29,58077819.17,1.068432164
gr3064549893,Switzerland,,,373000,E.T. the Extra-Terrestrial,20.21,7115768.333,1.059383843
gr3064549893,Sweden,,,433000,E.T. the Extra-Terrestrial,16.83,8884951.833,0.820194655
gr3064549893,Belgium,,,584000,E.T. the Extra-Terrestrial,12.29,10386352.33,0.691037601
gr3064549893,Finland,,,190000,E.T. the Extra-Terrestrial,16.39,5081881.167,0.612784892
gr3064549893,Denmark,,,175000,E.T. the Extra-Terrestrial,16.47,5314090.167,0.542378829
gr3064549893,Hong Kong,,,274000,E.T. the Extra-Terrestrial,9.66,5919207.167,0.447161237
gr3064549893,Australia,,,539000,E.T. the Extra-Terrestrial,15.19,18498005,0.442610433
gr3064549893,New Zealand,,,114000,E.T. the Extra-Terrestrial,13.38,3735745.333,0.408304064
gr3064549893,United Kingdom,,,1818000,E.T. the Extra-Terrestrial,13.3,59864357.17,0.403903109
gr3064549893,Japan,,,2312000,E.T. the Extra-Terrestrial,17.67,121632403.2,0.335872999
gr3064549893,Italy,,,1371000,E.T. the Extra-Terrestrial,10.92,57232631.17,0.261587135
gr3064549893,Portugal,,,273000,E.T. the Extra-Terrestrial,8.19,9897924.5,0.225892812
gr3064549893,Israel,,,103000,E.T. the Extra-Terrestrial,10.8,5485158.667,0.202801791
gr3064549893,Venezuela,,,271000,E.T. the Extra-Terrestrial,12,21213332.5,0.153299817
gr3064549893,Germany,,,997000,E.T. the Extra-Terrestrial,12.29,80321215.83,0.1525516
gr3064549893,Austria,,,96000,E.T. the Extra-Terrestrial,12.29,8055927.167,0.14645614
gr3064549893,Argentina,,,522000,E.T. the Extra-Terrestrial,8,34559675.5,0.120834468
gr3064549893,Netherlands,,,129000,E.T. the Extra-Terrestrial,12.29,15309963.83,0.103554131
gr3064549893,Greece,,,96000,E.T. the Extra-Terrestrial,10.92,10151560,0.103266887
gr3064549893,Uruguay,,,30000,E.T. the Extra-Terrestrial,8.89,3164587.333,0.084276391
gr3064549893,Brazil,,,1622000,E.T. the Extra-Terrestrial,7.65,157978981.5,0.078543993
gr3064549893,Lebanon,,,28000,E.T. the Extra-Terrestrial,8,3885115.167,0.057655949
gr3064549893,Chile,,,87000,E.T. the Extra-Terrestrial,7.09,14333032.5,0.043035554
gr3064549893,Taiwan,,,85000,E.T. the Extra-Terrestrial,8.91,20379881,0.03716165
gr3064549893,Peru,,,133000,E.T. the Extra-Terrestrial,5.33,23589718.17,0.030050804
gr3064549893,Ecuador,,,69000,E.T. the Extra-Terrestrial,5,11604131.67,0.02973079
gr3064549893,South Africa,,,165000,E.T. the Extra-Terrestrial,4.63,40486736,0.018869143
gr3064549893,Mexico,,,346000,E.T. the Extra-Terrestrial,4.5,90853938.33,0.017137397
gr3064549893,Dominican Republic,,,16000,E.T. the Extra-Terrestrial,5.12,7741915.5,0.010581361
gr3064549893,Netherlands,,,47000,E.T. the Extra-Terrestrial,2.31,15309963.83,0.00709146
gr3064549893,Colombia,,,38000,E.T. the Extra-Terrestrial,4.86,36203117.5,0.005101218
gr3064549893,Philippines,,,44000,E.T. the Extra-Terrestrial,3.81,71099351.67,0.002357827
gr3064549893,Thailand,,,23000,E.T. the Extra-Terrestrial,4.9,56794140.33,0.00198436
gr3064549893,Egypt,,,6000,E.T. the Extra-Terrestrial,4.31,64647431.33,0.000400016
gr3064549893,Belize,"Dec 25, 1982",,1060713842,E.T. the Extra-Terrestrial,12.6,124553738,0.007587087
gr3064549893,Costa Rica,"Dec 25, 1982",,1060713842,E.T. the Extra-Terrestrial,12.6,124553738,0.007587087
gr3064549893,El Salvador,"Dec 25, 1982",,1060713842,E.T. the Extra-Terrestrial,12.6,124553738,0.007587087
gr3064549893,Guatemala,"Dec 25, 1982",,1060713842,E.T. the Extra-Terrestrial,12.6,124553738,0.007587087
gr3064549893,Honduras,"Dec 25, 1982",,1060713842,E.T. the Extra-Terrestrial,12.6,124553738,0.007587087
